NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS,ANKLE_WEIGHT,BAND,BARBELL,BATTLE_ROPE,BENCH,BIKE,BOSU_BALL,BOX,CABLE_MACHINE,DUMBBELL,EZ_BAR,FOAM_ROLLER,JUMP_ROPE,KETTLEBELL,MACHINE,MEDICINE_BALL,OTHER,PLATE,PULLUP_BAR,RINGS,ROPE,SANDBAG,SLED,SLIDING_DISC,SMITH_MACHINE,SQUAT_RACK,SWISS_BALL,TRX,WEIGHT_VEST
Single-arm Step-up and Press,SHOULDER_PRESS,SINGLE_ARM_STEP_UP_AND_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/SINGLE_ARM_STEP_UP_AND_PRESS,Intermediate,The single-arm step-up and press builds strength in the lower-body and shoulder area. Isolating one arm at a time also improves balance and stability.,0,0,0,0,0,0,2,0,1,2,2,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith Machine Overhead Press,SHOULDER_PRESS,SMITH_MACHINE_OVERHEAD_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/SMITH_MACHINE_OVERHEAD_PRESS,Beginner,The Smith machine overhead press helps increase strength and muscle growth throughout the entire shoulder region. The range of motion of the Smith machine assists beginners with learning the movement pattern.,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Split-stance Hammer Curl to Press,SHOULDER_PRESS,SPLIT_STANCE_HAMMER_CURL_TO_PRESS,FALSE,,,,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Strict Press,SHOULDER_PRESS,STRICT_PRESS,FALSE,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Ball Dumbbell Shoulder Press,SHOULDER_PRESS,SWISS_BALL_DUMBBELL_SHOULDER_PRESS,FALSE,,,,,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weight-plate Front Raise,SHOULDER_PRESS,WEIGHT_PLATE_FRONT_RAISE,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Floor Inverted Shoulder Press,SHOULDER_PRESS,WEIGHTED_FLOOR_INVERTED_SHOULDER_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Inverted Shoulder Press,SHOULDER_PRESS,WEIGHTED_INVERTED_SHOULDER_PRESS,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90-degree Cable External Rotation,SHOULDER_STABILITY,_90_DEGREE_CABLE_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Band External Rotation,SHOULDER_STABILITY,BAND_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Band Internal Rotation,SHOULDER_STABILITY,BAND_INTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent-arm Lateral Raise and External Rotation,SHOULDER_STABILITY,BENT_ARM_LATERAL_RAISE_AND_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable External Rotation,SHOULDER_STABILITY,CABLE_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Internal Rotation,SHOULDER_STABILITY,CABLE_INTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Face Pull with External Rotation,SHOULDER_STABILITY,DUMBBELL_FACE_PULL_WITH_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floor I Raise,SHOULDER_STABILITY,FLOOR_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floor T Raise,SHOULDER_STABILITY,FLOOR_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floor Y Raise,SHOULDER_STABILITY,FLOOR_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline I Raise,SHOULDER_STABILITY,INCLINE_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline L Raise,SHOULDER_STABILITY,INCLINE_L_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline T Raise,SHOULDER_STABILITY,INCLINE_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline W Raise,SHOULDER_STABILITY,INCLINE_W_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Y Raise,SHOULDER_STABILITY,INCLINE_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying External Rotation,SHOULDER_STABILITY,LYING_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying Internal Rotation,SHOULDER_STABILITY,LYING_INTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated Dumbbell External Rotation,SHOULDER_STABILITY,SEATED_DUMBBELL_EXTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated Dumbbell Internal Rotation,SHOULDER_STABILITY,SEATED_DUMBBELL_INTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoulder Stability,SHOULDER_STABILITY,SHOULDER_STABILITY,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing L Raise,SHOULDER_STABILITY,STANDING_L_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Ball I Raise,SHOULDER_STABILITY,SWISS_BALL_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball T Raise,SHOULDER_STABILITY,SWISS_BALL_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball W Raise,SHOULDER_STABILITY,SWISS_BALL_W_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball Y Raise,SHOULDER_STABILITY,SWISS_BALL_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Floor I Raise,SHOULDER_STABILITY,WEIGHTED_FLOOR_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Floor T Raise,SHOULDER_STABILITY,WEIGHTED_FLOOR_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Floor Y Raise,SHOULDER_STABILITY,WEIGHTED_FLOOR_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline I Raise,SHOULDER_STABILITY,WEIGHTED_INCLINE_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline L Raise,SHOULDER_STABILITY,WEIGHTED_INCLINE_L_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline T Raise,SHOULDER_STABILITY,WEIGHTED_INCLINE_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline W Raise,SHOULDER_STABILITY,WEIGHTED_INCLINE_W_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline Y Raise,SHOULDER_STABILITY,WEIGHTED_INCLINE_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Swiss Ball I Raise,SHOULDER_STABILITY,WEIGHTED_SWISS_BALL_I_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball T Raise,SHOULDER_STABILITY,WEIGHTED_SWISS_BALL_T_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball W Raise,SHOULDER_STABILITY,WEIGHTED_SWISS_BALL_W_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball Y Raise,SHOULDER_STABILITY,WEIGHTED_SWISS_BALL_Y_RAISE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barbell Jump Shrug,SHRUG,BARBELL_JUMP_SHRUG,FALSE,,,,,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Shrug,SHRUG,BARBELL_SHRUG,TRUE,,https://connect.garmin.com/modern/exercises/SHRUG/BARBELL_SHRUG,Advanced,The barbell shrug builds strength and muscle growth in the upper back and shoulders while improving grip strength.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Upright Row,SHRUG,BARBELL_UPRIGHT_ROW,TRUE,,https://connect.garmin.com/modern/exercises/SHRUG/BARBELL_UPRIGHT_ROW,Advanced,The barbell upright row is an advanced upper body exercise that targets most of the back and shoulder region.,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind-the-Back Shrug,SHRUG,BEHIND_THE_BACK_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind-the-Back Smith Machine Shrug,SHRUG,BEHIND_THE_BACK_SMITH_MACHINE_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dumbbell Jump Shrug,SHRUG,DUMBBELL_JUMP_SHRUG,FALSE,,,,,0,0,0,0,0,1,0,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Shrug,SHRUG,DUMBBELL_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Upright Row,SHRUG,DUMBBELL_UPRIGHT_ROW,FALSE,,,,,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Shrug,SHRUG,INCLINE_DUMBBELL_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overhead Barbell Shrug,SHRUG,OVERHEAD_BARBELL_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overhead Dumbbell Shrug,SHRUG,OVERHEAD_DUMBBELL_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scaption and Shrug,SHRUG,SCAPTION_AND_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scapular Retraction,SHRUG,SCAPULAR_RETRACTION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratus Chair Shrug,SHRUG,SERRATUS_CHAIR_SHRUG,FALSE,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratus Shrug,SHRUG,SERRATUS_SHRUG,FALSE,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrug,SHRUG,SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Serratus Chair Shrug,SHRUG,WEIGHTED_SERRATUS_CHAIR_SHRUG,FALSE,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Weighted Serratus Shrug,SHRUG,WEIGHTED_SERRATUS_SHRUG,FALSE,,,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wide-grip Barbell Shrug,SHRUG,WIDE_GRIP_BARBELL_SHRUG,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide-grip Jump Shrug,SHRUG,WIDE_GRIP_JUMP_SHRUG,FALSE,,,,,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upright Row,SHRUG,UPRIGHT_ROW,FALSE,,,,,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternating Sit-up,SIT_UP,ALTERNATING_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent-knee V-up,SIT_UP,BENT_KNEE_V_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butterfly Sit-up,SIT_UP,BUTTERFLY_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross Punch Roll-up,SIT_UP,CROSS_PUNCH_ROLL_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crossed-arms Sit-up,SIT_UP,CROSSED_ARMS_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get-up Sit-up,SIT_UP,GET_UP_SIT_UP,TRUE,,https://connect.garmin.com/modern/exercises/SIT_UP/GET_UP_SIT_UP,Intermediate,"The get up sit-up builds strength and stability throughout the core and upper body. The exercise also improves strength in supporting areas such as the hip flexors, hamstrings, and glutes.",0,0,1,0,0,0,0,0,2,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHD Sit-ups,SIT_UP,GHD_SIT_UPS,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hovering Sit-up,SIT_UP,HOVERING_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kettlebell Sit-up,SIT_UP,KETTLEBELL_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicine Ball Alternating V-up,SIT_UP,MEDICINE_BALL_ALTERNATING_V_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicine Ball Sit-up,SIT_UP,MEDICINE_BALL_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicine Ball V-up,SIT_UP,MEDICINE_BALL_V_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Modified Sit-up,SIT_UP,MODIFIED_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negative Sit-up,SIT_UP,NEGATIVE_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One-arm Full Sit-up,SIT_UP,ONE_ARM_FULL_SIT_UP,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reclining Circle,SIT_UP,RECLINING_CIRCLE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse Curl-up,SIT_UP,REVERSE_CURL_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Twist on Swiss Ball,SIT_UP,RUSSIAN_TWIST_ON_SWISS_BALL,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Single-leg Swiss Ball Jackknife,SIT_UP,SINGLE_LEG_SWISS_BALL_JACKKNIFE,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sit-up,SIT_UP,SIT_UP,TRUE,,https://connect.garmin.com/modern/exercises/SIT_UP/SIT_UP,Beginner,"The sit-up is a basic bodyweight exercise that strengthens the entire core region, more specifically the lower abdominals. The exercise also improves lower back strength.",0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sit-up Turkish Get-up,SIT_UP,SIT_UP_TURKISH_GET_UP,FALSE,,,,,0,0,1,0,0,0,0,0,2,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Teaser,SIT_UP,THE_TEASER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Teaser, Weighted",SIT_UP,THE_TEASER_WEIGHTED,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Three-part Roll-down,SIT_UP,THREE_PART_ROLL_DOWN,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
