NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS,ANKLE_WEIGHT,BAND,BARBELL,BATTLE_ROPE,BENCH,BIKE,BOSU_BALL,BOX,CABLE_MACHINE,DUMBBELL,EZ_BAR,FOAM_ROLLER,JUMP_ROPE,KETTLEBELL,MACHINE,MEDICINE_BALL,OTHER,PLATE,PULLUP_BAR,RINGS,ROPE,SANDBAG,SLED,SLIDING_DISC,SMITH_MACHINE,SQUAT_RACK,SWISS_BALL,TRX,WEIGHT_VEST
Weighted Foam Roller Reverse Crunch on Bench,CRUNCH,WEIGHTED_FOAM_ROLLER_REVERSE_CRUNCH_ON_BENCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Hanging Knee Raise Oblique Crunch,CRUNCH,WEIGHTED_HANGING_KNEE_RAISE_OBLIQUE_CRUNCH,FALSE,,,,,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Weighted Hip Crossover,CRUNCH,WEIGHTED_HIP_CROSSOVER,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Hollow Rock,CRUNCH,WEIGHTED_HOLLOW_ROCK,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Incline Reverse Crunch,CRUNCH,WEIGHTED_INCLINE_REVERSE_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Kneeling Cross Crunch,CRUNCH,WEIGHTED_KNEELING_CROSS_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Leg Extensions,CRUNCH,WEIGHTED_LEG_EXTENSIONS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted McGill Curl-up,CRUNCH,WEIGHTED_MCGILL_CURL_UP,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Modified Pilates Roll-up with Ball,CRUNCH,WEIGHTED_MODIFIED_PILATES_ROLL_UP_WITH_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Pilates Crunch,CRUNCH,WEIGHTED_PILATES_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Pilates Roll-up with Ball,CRUNCH,WEIGHTED_PILATES_ROLL_UP_WITH_BALL,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Raised-legs Crunch,CRUNCH,WEIGHTED_RAISED_LEGS_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Reverse Crunch,CRUNCH,WEIGHTED_REVERSE_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Reverse Crunch on a Bench,CRUNCH,WEIGHTED_REVERSE_CRUNCH_ON_A_BENCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Reverse Curl and Lift,CRUNCH,WEIGHTED_REVERSE_CURL_AND_LIFT,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Rotational Lift,CRUNCH,WEIGHTED_ROTATIONAL_LIFT,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Seated Alternating Reverse Crunch,CRUNCH,WEIGHTED_SEATED_ALTERNATING_REVERSE_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Seated Leg U,CRUNCH,WEIGHTED_SEATED_LEG_U,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Side-to-Side Crunch and Weave,CRUNCH,WEIGHTED_SIDE_TO_SIDE_CRUNCH_AND_WEAVE,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Single-leg Reverse Crunch,CRUNCH,WEIGHTED_SINGLE_LEG_REVERSE_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Skater Crunch Cross,CRUNCH,WEIGHTED_SKATER_CRUNCH_CROSS,FALSE,,,,,0,0,0,0,0,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Step Climb,CRUNCH,WEIGHTED_STEP_CLIMB,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weighted Swiss Ball Crunch,CRUNCH,WEIGHTED_SWISS_BALL_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball Reverse Crunch,CRUNCH,WEIGHTED_SWISS_BALL_REVERSE_CRUNCH,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball Russian Twist,CRUNCH,WEIGHTED_SWISS_BALL_RUSSIAN_TWIST,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Swiss Ball Side Crunch,CRUNCH,WEIGHTED_SWISS_BALL_SIDE_CRUNCH,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Weighted Thoracic Crunches on Foam Roller,CRUNCH,WEIGHTED_THORACIC_CRUNCHES_ON_FOAM_ROLLER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weighted Toes to Bar,CRUNCH,WEIGHTED_TOES_TO_BAR,FALSE,,,,,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alternating Dumbbell Biceps Curl,CURL,ALTERNATING_DUMBBELL_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/ALTERNATING_DUMBBELL_BICEPS_CURL,Intermediate,The alternating dumbbell biceps curls develop size and strength of the biceps and forearms. The alternating of each arm eliminates any muscular imbalances on each side.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternating Dumbbell Biceps Curl on Swiss Ball,CURL,ALTERNATING_DUMBBELL_BICEPS_CURL_ON_SWISS_BALL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alternating Incline Dumbbell Biceps Curl,CURL,ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/ALTERNATING_INCLINE_DUMBBELL_BICEPS_CURL,Intermediate,The incline dumbbell biceps curl develops size and strength in the biceps and forearms. The incline angle emphasizes the resistance on the lower portion of the biceps.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Biceps Curl,CURL,BARBELL_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/BARBELL_BICEPS_CURL,Intermediate,The barbell biceps curl develops size and strength of the biceps while helping improve grip strength.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Reverse Wrist Curl,CURL,BARBELL_REVERSE_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Wrist Curl,CURL,BARBELL_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind-the-Back Barbell Reverse Wrist Curl,CURL,BEHIND_THE_BACK_BARBELL_REVERSE_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behind-the-Back One-arm Cable Curl,CURL,BEHIND_THE_BACK_ONE_ARM_CABLE_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Biceps Curl,CURL,CABLE_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cable Hammer Curl,CURL,CABLE_HAMMER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheating Barbell Biceps Curl,CURL,CHEATING_BARBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close-grip EZ-Bar Biceps Curl,CURL,CLOSE_GRIP_EZ_BAR_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cross-body Dumbbell Hammer Curl,CURL,CROSS_BODY_DUMBBELL_HAMMER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curl,CURL,CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dead-hang Biceps Curl,CURL,DEAD_HANG_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/DEAD_HANG_BICEPS_CURL,Intermediate,The dead-hang biceps curl is an isolation exercise for the biceps and forearms. The forward hanging position maximizes the isolation of the biceps by removing assistance from the back and shoulders.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Decline Hammer Curl,CURL,DECLINE_HAMMER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Biceps Curl,CURL,DUMBBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Biceps Curl with Static Hold,CURL,DUMBBELL_BICEPS_CURL_WITH_STATIC_HOLD,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Hammer Curl,CURL,DUMBBELL_HAMMER_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/DUMBBELL_HAMMER_CURL,Beginner,The dumbbell hammer curl increases strength and size in the biceps and forearms. The neutral-grip of the movement places more emphasis on the forearms.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Reverse Wrist Curl,CURL,DUMBBELL_REVERSE_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Wrist Curl,CURL,DUMBBELL_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZ-Bar Preacher Curl,CURL,EZ_BAR_PREACHER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Forward Bend Biceps Curl,CURL,FORWARD_BEND_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/FORWARD_BEND_BICEPS_CURL,Intermediate,This exercise develops strength in the forearms and bicep muscles. The forward bend improves shoulder stabilization.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hammer Curl to Press,CURL,HAMMER_CURL_TO_PRESS,FALSE,,,,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Dumbbell Biceps Curl,CURL,INCLINE_DUMBBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incline Offset Thumb Dumbbell Curl,CURL,INCLINE_OFFSET_THUMB_DUMBBELL_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kettlebell Biceps Curl,CURL,KETTLEBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lying Concentration Cable Curl,CURL,LYING_CONCENTRATION_CABLE_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One-arm Concentration Curl,CURL,ONE_ARM_CONCENTRATION_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/ONE_ARM_CONCENTRATION_CURL,Intermediate,This curl develops arm size and strength by isolating the bicep. The arm positioning forces the muscle to contract without the assistance of other muscle groups.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One-arm Preacher Curl,CURL,ONE_ARM_PREACHER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Plate Pinch Curl,CURL,PLATE_PINCH_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Preacher Curl with Cable,CURL,PREACHER_CURL_WITH_CABLE,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Reverse EZ-Bar Curl,CURL,REVERSE_EZ_BAR_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip Barbell Biceps Curl,CURL,REVERSE_GRIP_BARBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reverse-grip Wrist Curl,CURL,REVERSE_GRIP_WRIST_CURL,FALSE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated Alternating Dumbbell Biceps Curl,CURL,SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,Intermediate,The seated alternating dumbbell biceps curls increases the strength and size of the biceps and forearms. Performing the movement from the seated position isolates the biceps.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated Dumbbell Biceps Curl,CURL,SEATED_DUMBBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seated Reverse Dumbbell Curl,CURL,SEATED_REVERSE_DUMBBELL_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Split-stance Offset Pinky Dumbbell Curl,CURL,SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Alternating Dumbbell Curls,CURL,STANDING_ALTERNATING_DUMBBELL_CURLS,TRUE,,https://connect.garmin.com/modern/exercises/CURL/STANDING_ALTERNATING_DUMBBELL_CURLS,Beginner,The standing alternating dumbbell curl is a strength building exercise for the biceps and forearms. Performing the curls in an alternating manner ensures muscular balance on both sides of the body.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Dumbbell Biceps Curl,CURL,STANDING_DUMBBELL_BICEPS_CURL,TRUE,,https://connect.garmin.com/modern/exercises/CURL/STANDING_DUMBBELL_BICEPS_CURL,Intermediate,The standing dumbbell biceps curl is a traditional bodybuilding move that develops density and strength throughout the biceps region. This exercise should always be performed with a controlled motion.,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing EZ-Bar Biceps Curl,CURL,STANDING_EZ_BAR_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Standing Zottman Biceps Curl,CURL,STANDING_ZOTTMAN_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Static Curl,CURL,STATIC_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Ball Dumbbell Overhead Triceps Extension,CURL,SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Swiss Ball EZ-Bar Preacher Curl,CURL,SWISS_BALL_EZ_BAR_PREACHER_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Twisting Standing Dumbbell Biceps Curl,CURL,TWISTING_STANDING_DUMBBELL_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wide-grip EZ-Bar Biceps Curl,CURL,WIDE_GRIP_EZ_BAR_BICEPS_CURL,FALSE,,,,,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Deadlift,DEADLIFT,BARBELL_DEADLIFT,TRUE,,https://connect.garmin.com/modern/exercises/DEADLIFT/BARBELL_DEADLIFT,Advanced,"The barbell deadlift builds total-body strength by targeting the lower back, hamstrings, quads, and glutes. The exercise also increases core strength and stability.",0,0,0,2,0,0,0,2,2,1,0,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbell Straight-leg Deadlift,DEADLIFT,BARBELL_STRAIGHT_LEG_DEADLIFT,TRUE,,https://connect.garmin.com/modern/exercises/DEADLIFT/BARBELL_STRAIGHT_LEG_DEADLIFT,Intermediate,"The barbell straight-leg deadlift builds strength in the core, hamstrings, glutes, and lower back. Correctly performing this exercise depends on mastering the hip hinge, which requires you to push your hips back and feel a stretch in your hamstrings to start the movement. Proper form includes not rounding your upper or lower back and keeping the barbell as close as possible to your body.",0,0,0,2,0,0,0,0,2,1,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadlift,DEADLIFT,DEADLIFT,FALSE,,,,,0,0,0,2,0,0,0,2,2,1,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romanian Deadlift,DEADLIFT,ROMANIAN_DEADLIFT,FALSE,,,,,0,0,0,2,0,0,0,2,1,1,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumbbell Deadlift,DEADLIFT,DUMBBELL_DEADLIFT,TRUE,,https://connect.garmin.com/modern/exercises/DEADLIFT/DUMBBELL_DEADLIFT,Intermediate,"The dumbbell deadlift is a dynamic multi-joint exercise that builds strength in the lower body as well as the back, shoulders, and core, making it a great total-body exercise. By using dumbbells you're able to achieve a greater range of motion. Starting with dumbbells can also be helpful when you're learning the dumbbell movement as they allow for lower total weight to be used.",0,0,0,2,0,0,0,2,2,1,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
