NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDDUCTORS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS
Eight-point Shoulder Opener,MOVE,EIGHT_POINT_SHOULDER_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/EIGHT_POINT_SHOULDER_OPENER,Advanced,"This deep shoulder opener is thought to alleviate shoulder and neck pain. It is also a twist, and so is thought to detoxify the body.",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0
Forward Fold,MOVE,FORWARD_FOLD,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/FORWARD_FOLD,Beginner,,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0
Hamstring Stretch,MOVE,HAMSTRING_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HAMSTRING_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Hip Stretch,MOVE,HIP_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/HIP_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Leg Stretch (with Band),MOVE,LEG_STRETCH_WITH_BAND,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LEG_STRETCH_WITH_BAND,Beginner,,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Leg Stretch with Leg Circles,MOVE,LEG_STRETCH_WITH_LEG_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/LEG_STRETCH_WITH_LEG_CIRCLES,Beginner,,0,0,2,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0
Mermaid Stretch,MOVE,MERMAID_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/MERMAID_STRETCH,Beginner,This backbending hip and shoulder opener is an intermediate version of the Full King Pigeon pose. The English name stems from the resemblance of the back leg to a mermaid's tail.,0,0,2,0,0,0,0,1,0,0,1,1,0,2,1,1,1,0,0
Piriformis Stretch,MOVE,PIRIFORMIS_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PIRIFORMIS_STRETCH,Beginner,,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
Psoas Lunge Stretch,MOVE,PSOAS_LUNGE_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/PSOAS_LUNGE_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roll Down,MOVE,ROLL_DOWN,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/ROLL_DOWN,Beginner,,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
Saw,MOVE,SAW,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SAW,Beginner,,0,0,2,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0
Seated Hip Stretch,MOVE,SEATED_HIP_STRETCHUP,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SEATED_HIP_STRETCHUP,Beginner,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seated Twist,MOVE,SEATED_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SEATED_TWIST,Beginner,,0,0,0,0,1,0,0,2,0,0,0,1,0,2,1,0,2,0,0
Spinal Twist,MOVE,SPINAL_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINAL_TWIST,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Spinal Twist Stretch,MOVE,SPINAL_TWIST_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINAL_TWIST_STRETCH,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Spine Stretch Forward,MOVE,SPINE_STRETCH_FORWARD,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/SPINE_STRETCH_FORWARD,Beginner,,0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Standing Side Stretch,MOVE,STANDING_SIDE_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STANDING_SIDE_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Standing Single Leg Forward Bend with IT Band Opener,MOVE,STANDING_SINGLE_LEG_FORWARD_BEND_WITH_IT_BAND_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STANDING_SINGLE_LEG_FORWARD_BEND_WITH_IT_BAND_OPENER,Intermediate,"This pose targets the IT bands, making it suitable for those who need a stretch in this area such as runners, cyclists and even people with desk jobs.",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0
Stand and Hang,MOVE,STAND_AND_HANG,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/STAND_AND_HANG,Beginner,,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
Tick-Tock (Side Roll),MOVE,TICK_TOCK_SIDE_ROLL,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/TICK_TOCK_SIDE_ROLL,Beginner,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Twist,MOVE,TWIST,TRUE,,https://connect.garmin.com/modern/exercises/MOVE/TWIST,Beginner,,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Ankle to Knee Pose,POSE,ANKLE_TO_KNEE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/ANKLE_TO_KNEE,Beginner,"This pose is also referred to as ""Double Pigeon"" and as “Fire Log"" pose, which is the Sanskrit translation. It will help loosen up your hips.",0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
Baby Cobra Pose,POSE,BABY_COBRA,TRUE,,https://connect.garmin.com/modern/exercises/POSE/BABY_COBRA,Beginner,"The Baby Cobra pose is mid-point in between the Sphinx and Cobra poses (or as translated, ""Half Cobra""). It increases spinal flexibility and is often used in place of Cobra as a substitute for the Cobra's severe back bending extension.",0,0,1,0,0,2,0,2,0,1,0,0,0,1,0,0,2,0,2
Bridge Pose,POSE,BRIDGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/BRIDGE,Beginner,"This beginner backbend is often given as an alternative to Wheel pose in yoga class. This pose strengthens and lengthens the back and abdominals, and in doing so, improves posture and confidence.",0,0,0,0,0,2,2,2,0,1,2,1,0,1,0,1,1,2,1
Cat Pose,POSE,CAT,TRUE,,https://connect.garmin.com/modern/exercises/POSE/CAT,Beginner,This pose is named for its shape: the look of an angry cat.,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0
Chair Pose,POSE,CHAIR,TRUE,,https://connect.garmin.com/modern/exercises/POSE/CHAIR,Beginner,"Also referred to as ""Fierce or Powerful"" pose(the Sanskrit translation) or ""Awkward"" pose, this pose is most commonly referred to as ""Chair pose"" since it looks like you're sitting down in a chair.",0,0,1,0,2,0,2,0,0,1,1,1,0,1,0,1,1,0,0
Child’s Pose,POSE,CHILDS,TRUE,,https://connect.garmin.com/modern/exercises/POSE/CHILDS,Beginner,Child's pose is the go-to resting pose for times during any yoga routine when you need a break. It works to calm and relax your body and mind.,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0
Cow Pose,POSE,COW,TRUE,,https://connect.garmin.com/modern/exercises/POSE/COW,Beginner,"This pose is named for its shape — when you arch your spine, it looks like a cow's udders",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
Dolphin Pose,POSE,DOLPHIN,TRUE,,https://connect.garmin.com/modern/exercises/POSE/DOLPHIN,Beginner,"Dolphin pose, also known as Forearm Down Dog, is an alternative to Down Dog for those with wrist sensitivities.",0,0,1,0,0,0,1,1,0,2,2,0,0,1,0,2,1,0,1
Downward Facing Dog Pose,POSE,DOWNWARD_FACING_DOG,TRUE,,https://connect.garmin.com/modern/exercises/POSE/DOWNWARD_FACING_DOG,Beginner,"Probably the most commonly recognised pose in yoga, Downward-facing Dog stretches or opens most of the body.",0,0,1,0,2,0,1,0,0,1,1,0,0,1,2,2,1,0,1
Down Dog Split Pose,POSE,DOWN_DOG_SPLIT,TRUE,,https://connect.garmin.com/modern/exercises/POSE/DOWN_DOG_SPLIT,Beginner,This one-legged variation of Down Dog is often used as a transitional pose to move each leg forward in a yoga sequence.,0,0,1,0,2,0,1,0,0,1,1,0,0,1,2,2,1,0,1
"Down Dog Split Pose, Open Hip Bent Knee",POSE,DOWN_DOG_SPLIT_OPEN_HIP_BENT_KNEE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/DOWN_DOG_SPLIT_OPEN_HIP_BENT_KNEE,Beginner,,0,0,1,0,2,0,1,0,0,1,1,1,0,1,2,2,1,0,1
Downward Facing Dog to Cobra,POSE,DOWNWARD_FACING_DOG_TO_COBRA,TRUE,,https://connect.garmin.com/modern/exercises/POSE/DOWNWARD_FACING_DOG_TO_COBRA,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extended Puppy Pose,POSE,EXTENDED_PUPPY,TRUE,,https://connect.garmin.com/modern/exercises/POSE/EXTENDED_PUPPY,Beginner,"While this pose may look like child's pose, it's actually a kneeling variation of downward dog. Puppy pose is thought to reduce stress and calm the mind.",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0
Extended Side Angle Pose,POSE,EXTENDED_SIDE_ANGLE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/EXTENDED_SIDE_ANGLE,Beginner,"The Sanskrit name of this pose translates to ""Extended Side Angle"" pose. This posture is a full-body opener, providing the leg-strengthening benefits of warrior II, while opening and lengthening the torso.",0,2,2,0,1,0,0,2,0,0,1,1,0,2,1,1,1,0,0
Gate Pose,POSE,GATE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/GATE,Beginner,This pose stretches the side of the torso which may create space for the lungs to take deeper breaths.,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
Head to Knee Pose,POSE,HEAD_TO_KNEE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/HEAD_TO_KNEE,Beginner,Janu means “knee” and sirsa means “head.” You'll get further with the grounding posture by relaxing and not forcing yourself to move too deep into the position. Your slow breath will help increase your range of motion.,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0
High Lunge Pose,POSE,HIGH_LUNGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/HIGH_LUNGE,Beginner,"Part of a traditional, basic Sun salutation, the high lunge has no Sanskrit name, but the pose is incorporated into almost every style of yoga.",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Lizard Pose,POSE,LIZARD,TRUE,,https://connect.garmin.com/modern/exercises/POSE/LIZARD,Beginner,This is a versatile hip opener that can be modified in many ways to adapt to most bodies. It prepares the body for deeper hip stretches like the pigeon pose. The posture resembles a lizard—the back leg represents a lizard's tail.,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Low Lunge Pose,POSE,LOW_LUNGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/LOW_LUNGE,Beginner,"Low lunge, also known as ""Equestrian"" pose, is a commonly used posture in routines, and is also a part of a basic sun salutation.",0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Low Lunge Twist Pose,POSE,LOW_LUNGE_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/POSE/LOW_LUNGE_TWIST,Beginner,"Low Lunge Twist is a variation of several poses, but the varying schools of yoga disagree on the exact pose. This posture improves spinal flexibility, and is thought to help stimulate digestion.",0,0,2,0,1,0,0,1,0,1,2,0,0,0,2,1,0,0,0
Low Lunge with Knee Down Pose,POSE,LOW_LUNGE_WITH_KNEE_DOWN,TRUE,,https://connect.garmin.com/modern/exercises/POSE/LOW_LUNGE_WITH_KNEE_DOWN,Beginner,"The derivation of the Sanskrit name of this pose comes  from Anjani, the mother of the Monkey God, Hanuman. It is said that she was praying in this pose with her arms raised, asking to have a child when she was divinely blessed and became pregnant. This pose is also sometimes referred to as ""Crescent Lunge"", due to its shape.",0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0
One-Legged Downward-Facing Dog Pose Open Hip Bent Knee,POSE,ONE_LEGGED_DOWNWARD_FACING_POSE_OPEN_HIP_BENT_KNEE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/ONE_LEGGED_DOWNWARD_FACING_POSE_OPEN_HIP_BENT_KNEE,Beginner,"This open hip variation of the One-Legged Downward-facing Dog Pose is often used as a transition to bring a leg forward to an open hip pose, or to shift into a standing or seated pose.",0,0,1,0,2,0,1,0,0,1,1,1,0,1,2,2,1,0,1
Reclined Hand to Foot Pose,POSE,RECLINED_HAND_TO_FOOT,TRUE,,https://connect.garmin.com/modern/exercises/POSE/RECLINED_HAND_TO_FOOT,Beginner,"While the translation is ""Reclined Hand to Foot Big Toe"" pose, Hand to Foot is how it is usually referred. This pose is a gentle way to open and stretch your legs.",0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0
Runner’s Lunge Pose,POSE,RUNNERS_LUNGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/RUNNERS_LUNGE,Beginner,"The Sanskrit translation of this is “Half Split,” although it's more commonly referred to as ""Runner's Lunge,"" as it's a suitable pose for runners. This pose will prep you to perform a full split.",0,2,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Seated Easy Twist Pose,POSE,SEATED_EASY_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SEATED_EASY_TWIST,Beginner,"This seated twist is thought to help detoxify, improve blood flow, and increase hip and spine flexibility.",0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,0,0
Seated Long-Leg Forward Bend Pose,POSE,SEATED_LONG_LEG_FORWARD_BEND,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SEATED_LONG_LEG_FORWARD_BEND,Beginner,"This pose is the fifth of the 12 Basic Hatha Yoga Postures. The Sanskrit translation is ""Intense Stretch of the West"" (west means your back). This grounding pose not only opens your back, but your hamstrings as well.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Seated Wide-Leg Forward Bend Pose,POSE,SEATED_WIDE_LEG_FORWARD_BEND,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SEATED_WIDE_LEG_FORWARD_BEND,Beginner,"The name translates to ""Seated Angle"" pose. It's a gentle opener of many joints and can be incredibly grounding if your forehead is touching the ground or a block.",0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0
Squat Open Arm Twist Pose,POSE,SQUAT_OPEN_ARM_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SQUAT_OPEN_ARM_TWIST,Beginner,"In addition to all the muscle strengthening benefits of the classic squat position, this variation adds a shoulder opening and energizing component. This pose is recommended for athletes.",0,1,0,0,1,0,2,1,0,1,1,1,0,2,1,1,1,0,0
Squat Palm Press Pose,POSE,SQUAT_PALM_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SQUAT_PALM_PRESS,Beginner,"This pose Is also referred to as the Garland pose or the less eloquent ""Excretion"" or ""Relieving"" pose. This pose is thought to aid digestion.",0,1,0,0,1,0,2,0,0,1,1,1,0,2,0,1,0,0,0
Standing Forward Bend Pose,POSE,STANDING_FORWARD_BEND,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_FORWARD_BEND,Beginner,"This is the 11th of the 12 Basic Hatha Yoga Poses. In this standing forward bend, your spine lengthens and your head drops below your heart, increasing blood flow to your brain. This pose is said to help many things: from stress to depression to sinusitis.",0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"Standing Forward Bend, Halfway Up Pose",POSE,STANDING_FORWARD_BEND_HALFWAY_UP,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_FORWARD_BEND_HALFWAY_UP,Beginner,"This half-forward bend opens the torso and is thought to alleviate stomach pains. This pose is most commonly seen in a  traditional ""advanced"" sun salutation.",0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
Standing Side Opener Pose,POSE,STANDING_SIDE_OPENER,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_SIDE_OPENER,Beginner,"This pose goes by different names in each style of yoga. Kati means “hip,” and chakrasana means ”wheel,” so this standing side opener can also be thought of as a hip bend.",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Standing Single Leg Forward Bend Pose,POSE,STANDING_SINGLE_LEG_FORWARD_BEND,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_SINGLE_LEG_FORWARD_BEND,Beginner,"This pose translates to ""Intense Side Stretch"" and is also referred to as Pyramid pose.  It is, as the name suggests, an intense stretch, especially for the hamstrings, and is also said to calm the mind.",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0
Standing Wide-Leg Forward Bend Pose,POSE,STANDING_WIDE_LEG_FORWARD_BEND,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_WIDE_LEG_FORWARD_BEND,Beginner,This pose translates to “Wide Intense Foot Stretch.” So don't be fooled by the easy position—it's a move that is meant to challenge you.,0,1,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0
Standing Wide-Leg Forward Bend with Twist Pose,POSE,STANDING_WIDE_LEG_FORWARD_BEND_WITH_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/POSE/STANDING_WIDE_LEG_FORWARD_BEND_WITH_TWIST,Beginner,This twist is thought to stimulate digestion while lengthening your spine and hamstrings.,0,1,2,0,0,0,0,1,0,0,1,1,0,2,1,2,1,0,0
Supine Spinal Twist Pose,POSE,SUPINE_SPINAL_TWIST,TRUE,,https://connect.garmin.com/modern/exercises/POSE/SUPINE_SPINAL_TWIST,Beginner,"This gentle twist performed while lying on the back is a counter pose to backbends. As with all twists, this pose is alleged to detoxify the body.",0,0,2,0,1,0,0,1,0,1,0,1,0,2,1,0,1,0,0
Table Top Pose,POSE,TABLE_TOP,TRUE,,https://connect.garmin.com/modern/exercises/POSE/TABLE_TOP,Beginner,Table Top is often offered as an easier beginner modification of Upward Facing Plank.,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
Thread the Needle Pose,POSE,THREAD_THE_NEEDLE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/THREAD_THE_NEEDLE,Beginner,"This calming pose is great for opening your shoulders, chest, and neck. The gentle twist is thought to stimulate digestion.",0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,1,1,0
Thunderbolt Pose,POSE,THUNDERBOLT,TRUE,,https://connect.garmin.com/modern/exercises/POSE/THUNDERBOLT,Beginner,"Thunderbolt pose, which can also be translated as “Diamond pose,” is a great alternative to Easy Seat for meditating, breathing, and feeling grounded.",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Thunderbolt Pose Both Sides Arm Stretch,POSE,THUNDERBOLT_POSE_BOTH_SIDES_ARM_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/POSE/THUNDERBOLT_POSE_BOTH_SIDES_ARM_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0
Triangle Pose,POSE,TRIANGLE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/TRIANGLE,Beginner,This is the 12th of the 12 basic Hatha yoga postures. Triangle pose (which is a direct Sanskrit translation) is said to relieve stress and anxiety while improving balance.,0,2,2,0,2,0,0,0,0,1,2,0,0,2,1,1,1,0,0
Wheel Pose,POSE,WHEEL,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WHEEL,Advanced,"More commonly referred to as Wheel, the Sanskrit translates to ""Upward-facing Bow.""  This full body pose is said to stimulate all seven chakras, thereby helping to keep your whole self in harmony.",0,0,0,0,0,2,2,2,0,1,2,1,0,1,0,1,1,2,1
Wide Side Lunge Pose,POSE,WIDE_SIDE_LUNGE,TRUE,,https://connect.garmin.com/modern/exercises/POSE/WIDE_SIDE_LUNGE,Beginner,"Scandasana is a warrior pose named after the Hindu God, Skandasana. In this variation, you lift your arms off the ground and stretch them as far as you can. This can create a very powerful feeling of expanse.",0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Back Squats,SQUAT,BACK_SQUATS,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Balancing Squat,SQUAT,BALANCING_SQUAT,FALSE,,,,,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Goblet Squat,SQUAT,GOBLET_SQUAT,TRUE,,https://connect.garmin.com/modern/exercises/SQUAT/GOBLET_SQUAT,Beginner,"The goblet squat is a lower-body exercise that increases strength throughout the legs. Due to the position of the weight, the exercise also strengthens the shoulders and core while improving posture and hip mobility.",0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Kettlebell Squat,SQUAT,KETTLEBELL_SQUAT,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Plié Squat,SQUAT,PLIE_SQUAT,FALSE,,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
Prisoner Squat,SQUAT,PRISONER_SQUAT,TRUE,,https://connect.garmin.com/modern/exercises/SQUAT/PRISONER_SQUAT,Beginner,"The prisoner squat is a lower-body exercise with an emphasis on the quads, hamstrings, and glutes. The exercise also improves upper body mobility. By pulling your elbows back, the exercise helps improve upper back mobility and assists with correct posture.",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Squat,SQUAT,SQUAT,TRUE,,https://connect.garmin.com/modern/exercises/SQUAT/SQUAT,Beginner,"The squat is a lower-body strength exercise that targets the quads, hamstrings and glutes. The exercise also improves posture and increases flexibility and hip mobility.",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Squats with Band,SQUAT,SQUATS_WITH_BAND,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Thrusters,SQUAT,THRUSTERS,FALSE,,,,,0,0,2,0,0,0,2,2,2,1,2,2,0,2,0,1,1,2,2
Uneven Squat,SQUAT,UNEVEN_SQUAT,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Waist-slimming Squat,SQUAT,WAIST_SLIMMING_SQUAT,FALSE,,,,,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Wall Ball,SQUAT,WALL_BALL,FALSE,,,,,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,1,1,2,2
Wall Ball Squat and Press,SQUAT,WALL_BALL_SQUAT_AND_PRESS,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,2
Suspension Glute Bridge,SUSPENSION,GLUTE_BRIDGE,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Suspension Hip Drop,SUSPENSION,HIP_DROP,FALSE,,,,,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Suspension Lunge,SUSPENSION,LUNGE,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Suspension Mountain Climber,SUSPENSION,MOUNTAIN_CLIMBER,FALSE,,,,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2
Suspension Squat,SUSPENSION,SQUAT,FALSE,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0
Ankle Circles,WARM_UP,ANKLE_CIRCLES,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankle Dorsiflexion with Band,WARM_UP,ANKLE_DORSIFLEXION_WITH_BAND,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankle Internal Rotation,WARM_UP,ANKLE_INTERNAL_ROTATION,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arm Circles,WARM_UP,ARM_CIRCLES,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bent-over Reach to Sky,WARM_UP,BENT_OVER_REACH_TO_SKY,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biceps Stretch,WARM_UP,BICEPS_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/BICEPS_STRETCH,Beginner,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cat Camel,WARM_UP,CAT_CAMEL,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elbow-to-Foot Lunge,WARM_UP,ELBOW_TO_FOOT_LUNGE,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forward and Backward Leg Swings,WARM_UP,FORWARD_AND_BACKWARD_LEG_SWINGS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glutes Stretch,WARM_UP,GLUTES_STRETCH,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groiners,WARM_UP,GROINERS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inverted Hamstring Stretch,WARM_UP,INVERTED_HAMSTRING_STRETCH,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lateral Duck Under,WARM_UP,LATERAL_DUCK_UNDER,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neck Rotations,WARM_UP,NECK_ROTATIONS,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/NECK_ROTATIONS,Beginner,Neck rotations are a prehabilitation exercise that warm up the neck and upper shoulders.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neck Tilts,WARM_UP,NECK_TILTS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opposite Arm and Leg Balance,WARM_UP,OPPOSITE_ARM_AND_LEG_BALANCE,TRUE,,https://connect.garmin.com/modern/exercises/WARM_UP/OPPOSITE_ARM_AND_LEG_BALANCE,Intermediate,"The opposite arm and leg balance increases strength and stability in the glutes, hamstrings, core, and shoulder. This exercise also improves coordination.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quadruped Rocking,WARM_UP,QUADRUPED_ROCKING,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reach, Roll, and Lift",WARM_UP,REACH_ROLL_AND_LIFT,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoulder Circles,WARM_UP,SHOULDER_CIRCLES,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Side-to-Side Leg Swings,WARM_UP,SIDE_TO_SIDE_LEG_SWINGS,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sleeper Stretch,WARM_UP,SLEEPER_STRETCH,FALSE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
